rvno	rno	like
5428	11796	1
5429	11797	4
5430	11798	5
5431	11803	5
5432	11805	2
5433	11806	2
5434	11807	1
5435	11810	2
5436	11811	3
5437	11813	5
5438	11816	5
5439	11817	5
5440	11818	3
5441	11819	4
5442	11824	2
5443	11826	3
5444	11827	5
5445	11831	4
5446	11832	2
5447	11835	2
5448	11836	5
5449	11841	2
5450	11842	1
5451	11844	3
5452	11845	1
5453	11848	4
5454	11850	2
5455	11851	2
5456	11853	4
5457	11855	4
5458	11856	3
5459	11857	5
5460	11864	4
5461	11865	1
5462	11866	5
5463	11867	5
5464	11868	1
5465	11872	2
5466	11873	1
5467	11875	5
5468	11876	5
5469	11877	1
5470	11879	1
5471	11881	5
5472	11884	1
5473	11886	5
5474	11887	3
5475	11888	2
5476	11889	4
5477	11890	3
5478	11893	4
5479	11895	1
5480	11898	5
5481	11900	1
5482	11901	5
5483	11903	3
5484	11904	5
5485	11907	2
5486	11912	4
5487	11913	1
5488	11914	2
5489	11915	4
5490	11917	4
5491	11918	5
5492	11920	2
5493	11922	5
5494	11923	4
5495	11924	1
5496	11925	3
5497	11928	4
5498	11929	1
5499	11932	2
5500	11933	5
5501	11939	1
5502	11942	1
5503	11943	3
5504	11944	2
5505	11945	5
5506	11947	1
5507	11948	2
5508	11951	4
5509	11953	5
5510	11954	4
5511	11956	5
5512	11958	3
5513	11959	5
5514	11961	5
5515	11963	4
5516	11965	1
5517	11967	4
5518	11968	1
5519	11972	4
5520	11973	2
5521	11976	2
5522	11977	2
5523	11978	3
5524	11979	5
5525	11981	2
5526	11984	3
5527	11985	4
5528	11988	3
5529	11989	4
5530	11992	4
5531	11993	1
5532	11995	5
5533	11996	4
5534	11999	5
5535	12005	5
5536	12006	5
5537	12008	5
5538	12011	5
5539	12012	5
5540	12013	5
5541	12014	5
5542	12017	1
5543	12018	2
5544	12019	3
5545	12021	2
5546	12024	3
5547	12025	5
5548	12028	2
5549	12029	3
5550	12030	5
5551	12031	1
5552	12032	2
5553	12033	2
5554	12034	2
5555	12036	3
5556	12037	5
5557	12038	1
5558	12042	4
5559	12043	5
5560	12045	1
5561	12046	3
5562	12048	3
5563	12051	5
5564	12052	2
5565	12062	5
5566	12066	2
5567	12070	2
5568	12071	1
5569	12074	5
5570	12075	5
5571	12076	2
5572	12078	2
5573	12080	5
5574	12081	5
5575	12082	5
5576	12085	1
5577	12086	5
5578	12087	5
5579	12088	1
5580	12089	5
5581	12093	2
5582	12095	1
5583	12096	1
5584	12097	3
5585	12099	5
5586	12103	3
5587	12105	4
5588	12108	3
5589	12110	2
5590	12114	5
5591	12115	4
5592	12121	5
5593	12124	5
5594	12126	3
5595	12128	2
5596	12129	3
5597	12130	4
5598	12132	1
5599	12133	2
5600	12139	5
5601	12140	4
5602	12141	4
5603	12142	5
5604	12144	5
5605	12145	5
5606	12146	1
5607	12149	1
5608	12152	4
5609	12154	3
5610	12157	5
5611	12161	3
5612	12165	1
5613	12167	5
5614	12168	3
5615	12170	3
5616	12171	4
5617	12172	4
5618	12174	5
5619	12176	1
5620	12177	2
5621	12178	2
5622	12180	1
5623	12182	5
5624	12183	2
5625	12186	1
5626	12187	3
5627	12188	1
5628	12189	4
5629	12190	2
5630	12191	4
5631	12192	3
5632	12194	1
5633	12196	1
5634	12197	4
5635	12201	5
5636	12207	5
5637	12210	2
5638	12211	2
5639	12213	4
5640	12214	5
5641	12221	3
5642	12224	1
5643	12227	1
5644	12232	3
5645	12235	5
5646	12236	5
5647	12237	1
5648	12239	2
5649	12240	1
5650	12244	1
5651	12245	5
5652	12246	1
5653	12248	2
5654	12253	1
5655	12254	2
5656	12260	2
5657	12261	3
5658	12263	4
5659	12272	5
5660	12274	2
5661	12276	5
5662	12279	4
5663	12288	1
5664	12289	4
5665	12291	2
5666	12295	4
5667	12296	3
5668	12302	3
5669	12303	5
5670	12304	3
5671	12306	3
5672	12307	1
5673	12309	2
5674	12312	4
5675	12316	1
5676	12318	4
5677	12320	3
5678	12321	3
5679	12325	3
5680	12328	3
5681	12329	5
5682	12330	4
5683	12334	4
5684	12336	5
5685	12337	3
5686	12338	1
5687	12344	5
5688	12347	2
5689	12348	3
5690	12349	3
5691	12350	3
5692	12352	1
5693	12353	4
5694	12356	1
5695	12362	3
5696	12363	3
5697	12364	5
5698	12365	1
5699	12367	1
5700	12374	3
5701	12375	3
5702	12380	3
5703	12381	4
5704	12383	1
5705	12388	4
5706	12390	5
5707	12391	3
5708	12392	4
5709	12394	1
5710	12398	1
5711	12400	4
5712	12401	1
5713	12403	1
5714	12408	1
5715	12409	4
5716	12422	5
5717	12424	2
5718	12425	2
5719	12427	5
5720	12434	3
5721	12435	4
5722	12436	3
5723	12439	3
5724	12441	3
5725	12443	3
5726	12444	5
5727	12449	3
5728	12451	4
5729	12453	5
5730	12455	4
5731	12460	4
5732	12463	4
5733	12465	2
5734	12466	1
5735	12468	3
5736	12469	5
5737	12470	5
5738	12471	2
5739	12474	4
5740	12475	1
5741	12476	5
5742	12477	4
5743	12478	2
5744	12480	4
5745	12481	2
5746	12482	5
5747	12492	1
5748	12494	4
5749	12496	1
5750	12497	2
5751	12498	5
5752	12501	1
5753	12503	4
5754	12510	4
5755	12512	4
5756	12514	5
5757	12517	3
5758	12529	5
5759	12530	2
5760	12534	3
5761	12536	2
5762	12538	3
5763	12540	4
5764	12542	1
5765	12545	1
5766	12546	3
5767	12548	4
5768	12549	2
5769	12550	2
5770	12551	2
5771	12552	3
5772	12554	2
5773	12555	1
5774	12556	2
5775	12558	3
5776	12561	2
5777	12563	2
5778	12564	2
5779	12565	1
5780	12568	5
5781	12571	3
5782	12572	4
5783	12573	2
5784	12574	1
5785	12575	3
5786	12577	1
5787	12579	5
5788	12582	5
5789	12585	5
5790	12588	1
5791	12589	4
5792	12591	3
5793	12592	4
5794	12593	5
5795	12595	2
5796	12597	5
5797	12599	3
5798	12600	2
5799	12602	2
5800	12603	2
5801	12605	1
5802	12614	4
5803	12615	5
5804	12620	5
5805	12621	2
5806	12622	4
5807	12624	4
5808	12627	2
5809	12630	3
5810	12631	3
5811	12632	2
5812	12635	2
5813	12640	3
5814	12643	1
5815	12644	4
5816	12646	2
5817	12651	3
5818	12653	1
5819	12655	2
5820	12658	3
5821	12659	5
5822	12662	2
5823	12663	4
5824	12665	4
5825	12667	5
5826	12668	4
5827	12669	5
5828	12673	2
5829	12674	4
5830	12675	2
5831	12679	1
5832	12686	4
5833	12687	4
5834	12688	1
5835	12691	3
5836	12694	2
5837	12698	2
5838	12700	4
5839	12703	2
5840	12705	1
5841	12708	1
5842	12709	1
5843	12711	1
5844	12712	3
5845	12716	1
5846	12717	1
5847	12718	5
5848	12719	2
5849	12721	1
5850	12722	3
5851	12724	5
5852	12726	5
5853	12727	4
5854	12729	3
5855	12730	3
5856	12733	1
5857	12738	4
5858	12740	2
5859	12741	2
5860	12745	2
5861	12747	4
5862	12748	4
5863	12752	5
5864	12755	5
5865	12756	2
5866	12758	4
5867	12762	3
5868	12764	3
5869	12765	3
5870	12768	4
5871	12773	2
5872	12774	1
5873	12776	5
5874	12778	4
5875	12780	2
5876	12783	3
5877	12785	4
5878	12786	3
5879	12791	2
5880	12794	3
5881	12795	4
5882	12798	4
5883	12801	4
5884	12802	5
5885	12803	2
5886	12807	1
5887	12808	4
5888	12810	2
5889	12811	3
5890	12812	1
5891	12818	2
5892	12820	4
5893	12821	4
5894	12823	5
5895	12824	3
5896	12826	1
5897	12827	3
5898	12829	2
5899	12830	5
5900	12832	1
5901	12837	3
5902	12841	1
5903	12842	2
5904	12844	4
5905	12845	4
5906	12849	5
5907	12851	1
5908	12853	4
5909	12854	3
5910	12855	1
5911	12858	2
5912	12861	2
5913	12865	1
5914	12866	4
5915	12868	1
5916	12869	1
5917	12873	4
5918	12876	5
5919	12877	1
5920	12878	3
5921	12879	5
5922	12880	2
5923	12883	2
5924	12885	4
5925	12886	5
5926	12887	5
5927	12889	4
5928	12890	1
5929	12891	4
5930	12892	4
5931	12893	5
5932	12896	4
5933	12897	1
5934	12898	4
5935	12899	2
5936	12904	1
5937	12905	1
5938	12907	1
5939	12908	4
5940	12913	4
5941	12917	5
5942	12920	4
5943	12922	1
5944	12923	2
5945	12925	4
5946	12927	1
5947	12928	3
5948	12929	4
5949	12930	3
5950	12931	2
5951	12932	1
5952	12933	1
5953	12936	3
5954	12940	2
5955	12941	2
5956	12943	3
5957	12945	1
5958	12947	1
5959	12949	1
5960	12951	5
5961	12958	1
5962	12960	4
5963	12964	4
5964	12966	2
5965	12968	1
5966	12974	1
5967	12976	5
5968	12977	5
5969	12978	1
5970	12979	5
5971	12980	1
5972	12982	1
5973	12983	4
5974	12985	3
5975	12987	5
5976	12989	3
5977	12990	4
5978	12993	4
5979	12994	5
5980	12996	4
5981	13000	1
5982	13002	3
5983	13003	5
5984	13005	2
5985	13006	5
5986	13009	2
5987	13013	3
5988	13014	1
5989	13015	3
5990	13016	3
5991	13018	3
5992	13025	4
5993	13035	4
5994	13038	5
5995	13040	2
5996	13042	1
5997	13043	3
5998	13045	3
5999	13050	2
6000	13051	2
6001	13052	4
6002	13054	5
6003	13055	2
6004	13057	2
6005	13060	5
6006	13061	5
6007	13062	5
6008	13066	5
6009	13069	2
6010	13070	5
6011	13072	3
6012	13074	5
6013	13080	1
6014	13083	2
6015	13085	3
6016	13096	3
6017	13098	2
6018	13099	4
6019	13100	4
6020	13101	2
6021	13105	2
6022	13109	1
6023	13113	1
6024	13116	2
6025	13119	2
6026	13121	4
6027	13123	4
6028	13124	2
6029	13125	2
6030	13128	3
6031	13129	2
6032	13132	4
6033	13134	5
6034	13135	5
6035	13138	5
6036	13141	3
6037	13142	5
6038	13143	1
6039	13144	1
6040	13145	2
6041	13150	4
6042	13153	2
6043	13156	4
6044	13158	5
6045	13159	1
6046	13160	2
6047	13162	2
6048	13164	5
6049	13165	4
6050	13167	3
6051	13168	5
6052	13172	2
6053	13177	5
6054	13178	1
6055	13180	4
6056	13183	4
6057	13185	1
6058	13186	4
6059	13188	3
6060	13191	3
6061	13193	4
6062	13194	5
6063	13196	2
6064	13199	5
6065	13201	1
6066	13202	3
6067	13205	2
6068	13207	3
6069	13208	4
6070	13210	5
6071	13212	2
6072	13215	3
6073	13216	3
6074	13218	3
6075	13219	4
6076	13220	3
6077	13223	1
6078	13224	3
6079	13225	2
6080	13226	5
6081	13229	4
6082	13233	1
6083	13238	1
6084	13240	5
6085	13241	3
6086	13242	3
6087	13243	4
6088	13245	1
6089	13246	2
6090	13247	1
6091	13248	3
6092	13250	5
6093	13255	3
6094	13257	3
6095	13258	4
6096	13261	2
6097	13263	2
6098	13264	5
6099	13266	3
6100	13268	5
6101	13269	5
6102	13270	4
6103	13272	3
6104	13276	2
6105	13277	4
6106	13278	2
6107	13279	3
6108	13280	1
6109	13282	1
6110	13283	4
6111	13285	1
6112	13291	3
6113	13292	2
6114	13295	5
6115	13301	5
6116	13302	1
6117	13303	2
6118	13304	2
6119	13306	5
6120	13307	2
6121	13309	1
6122	13310	4
6123	13311	3
6124	13315	1
6125	13320	1
6126	13321	2
6127	13324	3
6128	13325	1
6129	13327	4
6130	13328	2
6131	13329	2
6132	13330	4
6133	13333	5
6134	13334	5
6135	13337	5
6136	13338	3
6137	13340	5
6138	13341	3
6139	13342	1
6140	13344	2
6141	13345	4
6142	13346	2
6143	13351	3
6144	13360	2
6145	13364	3
6146	13367	2
6147	13368	1
6148	13369	3
6149	13372	1
6150	13373	2
6151	13374	4
6152	13375	1
6153	13377	5
6154	13379	2
6155	13382	2
6156	13384	4
6157	13385	1
6158	13388	3
6159	13390	3
6160	13391	2
6161	13394	4
6162	13397	3
6163	13401	4
6164	13402	3
6165	13403	3
6166	13404	1
6167	13406	2
6168	13410	1
6169	13413	5
6170	13414	5
6171	13416	3
6172	13418	2
6173	13419	2
6174	13421	3
6175	13422	5
6176	13425	3
6177	13426	1
6178	13428	3
6179	13432	3
6180	13435	1
6181	13441	3
6182	13443	4
6183	13444	5
6184	13446	5
6185	13449	4
6186	13450	3
6187	13451	2
6188	13453	1
6189	13456	5
6190	13461	5
6191	13462	5
6192	13463	4
6193	13467	3
6194	13468	5
6195	13469	3
6196	13471	2
6197	13473	5
6198	13475	1
6199	13479	5
6200	13480	5
6201	13485	4
6202	13487	2
6203	13488	3
6204	13489	2
6205	13493	4
6206	13496	5
6207	13499	3
6208	13500	5
6209	13503	4
6210	13506	3
6211	13509	2
6212	13512	4
6213	13516	3
6214	13517	3
6215	13518	3
6216	13519	5
6217	13520	3
6218	13521	1
6219	13522	2
6220	13528	3
6221	13530	2
6222	13532	1
6223	13533	3
6224	13536	3
6225	13537	5
6226	13538	2
6227	13539	1
6228	13541	3
6229	13542	1
6230	13545	4
6231	13546	5
6232	13549	5
6233	13552	3
6234	13556	3
6235	13560	5
6236	13561	3
6237	13562	2
6238	13563	2
6239	13564	2
6240	13565	4
6241	13566	2
6242	13567	3
6243	13570	3
6244	13571	3
6245	13572	4
6246	13574	1
6247	13576	4
6248	13577	5
6249	13580	5
6250	13581	2
6251	13585	3
6252	13587	1
6253	13588	1
6254	13589	4
6255	13590	2
6256	13591	4
6257	13594	4
6258	13595	4
6259	13598	5
6260	13599	4
6261	13603	2
6262	13604	1
6263	13609	3
6264	13610	1
6265	13613	3
6266	13615	1
6267	13616	5
6268	13617	3
6269	13619	3
6270	13621	4
6271	13622	3
6272	13624	3
6273	13625	5
6274	13631	5
6275	13632	5
6276	13633	3
6277	13638	1
6278	13640	3
6279	13641	1
6280	13645	2
6281	13647	3
6282	13648	4
6283	13650	4
6284	13651	3
6285	13656	1
6286	13657	5
6287	13658	4
6288	13659	5
6289	13660	1
6290	13665	4
6291	13666	5
6292	13667	4
6293	13672	4
6294	13673	5
6295	13674	1
6296	13676	2
6297	13678	2
6298	13679	5
6299	13680	4
6300	13683	3
6301	13685	3
6302	13686	5
6303	13687	2
6304	13692	1
6305	13695	3
6306	13697	4
6307	13699	2
6308	13700	2
6309	13701	4
6310	13704	4
6311	13705	5
6312	13709	4
6313	13710	1
6314	13713	4
6315	13719	1
6316	13720	3
6317	13723	2
6318	13725	5
6319	13726	2
6320	13730	5
6321	13732	4
6322	13736	3
6323	13737	5
6324	13742	3
6325	13743	4
6326	13745	3
6327	13746	4
6328	13750	4
6329	13751	5
6330	13754	5
6331	13757	2
6332	13764	1
6333	13767	2
6334	13770	2
6335	13772	4
6336	13773	1
6337	13774	4
6338	13777	1
6339	13779	5
6340	13784	1
6341	13790	4
6342	13793	2
6343	13795	3
6344	13797	3
6345	13798	4
6346	13799	2
6347	13802	5
6348	13804	1
6349	13805	2
6350	13810	5
6351	13813	5
6352	13814	3
6353	13816	1
6354	13817	5
6355	13820	2
6356	13821	5
6357	13828	4
6358	13831	2
6359	13832	2
6360	13834	5
6361	13836	5
6362	13838	4
6363	13842	4
6364	13844	3
6365	13845	5
6366	13849	4
6367	13850	3
6368	13853	3
6369	13854	2
6370	13858	3
6371	13861	2
6372	13862	1
6373	13867	3
6374	13868	1
6375	13869	4
6376	13870	1
6377	13871	1
6378	13874	5
6379	13875	3
6380	13877	5
6381	13883	2
6382	13886	2
6383	13892	5
6384	13894	3
6385	13898	2
6386	13901	4
6387	13903	5
6388	13904	3
6389	13907	1
6390	13912	4
6391	13913	3
6392	13914	2
6393	13915	1
6394	13917	4
6395	13918	3
6396	13921	5
6397	13923	1
6398	13924	5
6399	13927	1
6400	13928	2
6401	13930	2
6402	13934	2
6403	13935	2
6404	13936	3
6405	13937	2
6406	13938	4
6407	13939	1
6408	13941	5
6409	13942	3
6410	13943	1
6411	13947	4
6412	13949	4
6413	13950	3
6414	13951	2
6415	13957	4
6416	13958	1
6417	13968	2
6418	13972	2
6419	13973	1
6420	13976	2
6421	13977	3
6422	13978	2
6423	13980	2
6424	13983	1
6425	13985	5
6426	13987	5
6427	13988	5
6428	13995	5
6429	13996	3
6430	13998	3
6431	13999	5
6432	14005	4
6433	14008	4
6434	14009	4
6435	14010	2
6436	14011	4
6437	14016	3
6438	14017	2
6439	14019	5
6440	14020	4
6441	14021	3
6442	14022	1
6443	14024	3
6444	14025	3
6445	14028	5
6446	14029	2
6447	14030	3
6448	14031	2
6449	14035	3
6450	14036	3
6451	14038	5
6452	14039	4
6453	14040	5
6454	14042	3
6455	14045	2
6456	14046	2
6457	14047	3
6458	14048	1
6459	14049	3
6460	14050	1
6461	14052	5
6462	14055	1
6463	14056	1
6464	14059	1
6465	14061	2
6466	14064	3
6467	14066	4
6468	14067	2
6469	14070	2
6470	14071	2
6471	14073	5
6472	14074	2
6473	14076	1
6474	14077	3
6475	14078	4
6476	14080	4
6477	14081	2
6478	14084	4
6479	14085	1
6480	14086	5
6481	14087	2
6482	14090	3
6483	14091	4
6484	14093	2
6485	14094	3
6486	14099	2
6487	14102	1
6488	14103	2
6489	14105	2
6490	14107	5
6491	14108	4
6492	14109	3
6493	14110	5
6494	14111	1
6495	14113	4
6496	14116	4
6497	14120	5
6498	14122	5
6499	14128	1
6500	14129	4
6501	14132	2
6502	14133	5
6503	14134	1
6504	14135	3
6505	14136	2
6506	14139	4
6507	14140	4
6508	14141	2
6509	14142	1
6510	14143	3
6511	14144	5
6512	14147	3
6513	14149	3
6514	14155	3
6515	14157	5
6516	14158	3
6517	14159	3
6518	14160	2
6519	14161	3
6520	14163	5
6521	14165	3
6522	14166	1
6523	14169	3
6524	14174	4
6525	14178	3
6526	14179	4
6527	14180	5
6528	14182	3
6529	14183	1
6530	14184	3
6531	14187	1
6532	14188	2
6533	14189	1
6534	14190	1
6535	14191	1
6536	14192	2
6537	14195	5
6538	14196	5
6539	14198	5
6540	14200	4
6541	14203	4
6542	14205	5
6543	14206	2
6544	14208	4
6545	14209	3
6546	14212	3
6547	14216	3
6548	14217	1
6549	14218	5
6550	14221	2
6551	14224	3
6552	14226	4
6553	14227	2
6554	14228	4
6555	14230	4
6556	14231	2
6557	14232	3
6558	14233	1
6559	14236	4
6560	14238	3
6561	14239	1
6562	14241	4
6563	14248	3
6564	14252	1
6565	14254	5
6566	14255	5
6567	14258	2
6568	14259	3
6569	14260	1
6570	14262	5
6571	14264	2
6572	14266	1
6573	14267	4
6574	14269	5
6575	14275	4
6576	14276	2
6577	14277	1
6578	14280	2
6579	14283	1
6580	14285	4
6581	14288	4
6582	14289	1
6583	14290	1
6584	14293	1
6585	14295	3
6586	14297	1
6587	14302	2
6588	14304	1
6589	14308	2
6590	14309	5
6591	14313	4
6592	14316	4
6593	14320	1
6594	14322	1
6595	14323	4
6596	14324	1
6597	14325	4
6598	14326	2
6599	14327	5
6600	14328	5
6601	14329	1
6602	14331	4
6603	14334	4
6604	14337	4
6605	14338	3
6606	14342	1
6607	14343	2
6608	14345	4
6609	14346	5
6610	14352	1
6611	14356	4
6612	14357	5
6613	14358	5
6614	14359	4
6615	14360	2
6616	14361	1
6617	14365	2
6618	14366	1
6619	14367	3
6620	14368	4
6621	14369	4
6622	14370	3
6623	14372	2
6624	14373	4
6625	14374	2
6626	14376	3
6627	14377	3
6628	14378	4
6629	14379	1
6630	14382	2
6631	14385	1
6632	14386	2
6633	14391	3
6634	14393	1
6635	14395	3
6636	14399	2
6637	14401	1
6638	14403	1
6639	14406	2
6640	14408	4
6641	14411	2
6642	14413	5
6643	14415	2
6644	14419	2
6645	14421	1
6646	14423	3
6647	14425	3
6648	14428	4
6649	14429	2
6650	14434	4
6651	14436	4
6652	14437	2
6653	14438	5
6654	14442	1
6655	14444	5
6656	14446	1
6657	14447	5
6658	14448	5
6659	14450	1
6660	14452	2
6661	14454	1
6662	14458	5
6663	14460	3
6664	14462	5
6665	14466	1
6666	14467	2
6667	14468	5
6668	14470	2
6669	14474	1
6670	14477	4
6671	14478	1
6672	14480	4
6673	14481	4
6674	14482	4
6675	14485	1
6676	14487	5
6677	14491	5
6678	14492	1
6679	14493	5
6680	14495	5
6681	14496	4
6682	14497	4
6683	14502	1
6684	14504	5
6685	14509	2
6686	14510	4
6687	14512	4
6688	14515	2
6689	14518	2
6690	14519	3
6691	14522	2
6692	14523	1
6693	14524	4
6694	14527	5
6695	14528	3
6696	14530	5
6697	14532	3
6698	14533	4
6699	14534	2
6700	14535	1
6701	14541	2
6702	14542	2
6703	14544	5
6704	14545	2
6705	14546	3
6706	14548	2
6707	14552	3
6708	14554	1
6709	14560	3
6710	14561	4
6711	14564	2
6712	14567	5
6713	14571	5
6714	14572	2
6715	14574	2
6716	14575	3
6717	14576	1
6718	14578	4
6719	14583	1
6720	14584	2
6721	14585	4
6722	14587	3
6723	14588	5
6724	14589	4
6725	14591	4
6726	14593	2
6727	14596	1
6728	14599	1
6729	14600	4
6730	14604	4
6731	14605	1
6732	14606	5
6733	14607	5
6734	14608	1
6735	14609	5
6736	14610	5
6737	14617	2
6738	14618	5
6739	14619	5
6740	14620	4
6741	14621	3
6742	14623	5
6743	14628	2
6744	14629	5
6745	14631	1
6746	14632	3
6747	14633	4
6748	14635	5
6749	14636	4
6750	14637	5
6751	14640	3
6752	14644	2
6753	14646	3
6754	14649	4
6755	14650	4
6756	14652	1
6757	14653	5
6758	14654	2
6759	14655	4
6760	14657	4
6761	14659	5
6762	14660	3
6763	14661	5
6764	14662	2
6765	14663	5
6766	14666	5
6767	14671	5
6768	14672	5
6769	14673	2
6770	14675	2
6771	14676	5
6772	14677	4
6773	14684	5
6774	14685	2
6775	14687	5
6776	14688	2
6777	14690	3
6778	14691	2
6779	14692	3
6780	14695	4
6781	14698	2
6782	14701	3
6783	14703	3
6784	14705	4
6785	14706	2
6786	14707	4
6787	14710	4
6788	14716	1
6789	14720	5
6790	14721	3
6791	14726	1
6792	14727	5
6793	14731	5
6794	14733	5
6795	14734	3
6796	14737	2
6797	14739	4
6798	14741	5
6799	14743	5
6800	14745	4
6801	14747	1
6802	14748	1
6803	14750	1
6804	14751	4
6805	14752	3
6806	14753	3
6807	14754	3
6808	14756	1
6809	14758	1
6810	14759	2
6811	14760	5
6812	14765	2
6813	14766	1
6814	14767	5
6815	14769	5
6816	14770	3
6817	14775	5
6818	14776	2
6819	14781	1
6820	14782	4
6821	14783	2
6822	14784	4
6823	14785	4
6824	14789	1
6825	14792	4
6826	14804	2
6827	14807	1
6828	14812	3
6829	14813	3
6830	14814	5
6831	14816	3
6832	14819	1
6833	14823	3
6834	14824	4
6835	14826	4
6836	14827	1
6837	14830	3
6838	14833	3
6839	14834	5
6840	14835	1
6841	14836	1
6842	14838	5
6843	14839	5
6844	14840	5
6845	14842	2
6846	14843	3
6847	14850	5
6848	14852	2
6849	14853	4
6850	14856	4
6851	14858	1
6852	14859	1
6853	14861	4
6854	14865	1
6855	14868	2
6856	14869	4
6857	14873	5
6858	14876	2
6859	14883	1
6860	14885	5
6861	14887	3
6862	14888	2
6863	14889	4
6864	14890	3
6865	14894	1
6866	14896	1
6867	14898	1
6868	14902	5
6869	14904	5
6870	14906	1
6871	14908	3
6872	14915	2
6873	14916	2
6874	14918	4
6875	14921	5
6876	14922	3
6877	14923	5
6878	14924	4
6879	14927	3
6880	14933	2
6881	14934	1
6882	14936	1
6883	14937	1
6884	14940	3
6885	14942	5
6886	14944	4
6887	14947	3
6888	14950	1
6889	14952	3
6890	14953	2
6891	14955	5
6892	14961	2
6893	14964	4
6894	14967	1
6895	14968	4
6896	14974	2
6897	14976	3
6898	14979	3
6899	14982	3
6900	14983	2
6901	14984	2
6902	14985	4
6903	14988	1
6904	14989	4
6905	14990	2
6906	14993	2
6907	14995	2
6908	14998	2
6909	15003	4
6910	15004	1
6911	15006	2
6912	15012	2
6913	15014	2
6914	15015	3
6915	15016	4
6916	15017	5
6917	15018	2
6918	15020	1
6919	15021	3
6920	15023	4
6921	15024	5
6922	15025	3
6923	15027	1
6924	15029	5
6925	15030	4
6926	15031	3
6927	15036	3
6928	15039	4
6929	15040	3
6930	15042	3
6931	15046	2
6932	15049	1
6933	15054	1
6934	15055	4
6935	15058	2
6936	15061	4
6937	15062	2
6938	15063	1
6939	15066	5
6940	15069	4
6941	15071	4
6942	15073	5
6943	15075	4
6944	15079	2
6945	15080	1
6946	15081	3
6947	15084	4
6948	15087	4
6949	15088	2
6950	15090	5
6951	15091	3
6952	15096	5
6953	15097	5
6954	15100	3
6955	15103	3
6956	15106	2
6957	15109	1
6958	15111	1
6959	15113	2
6960	15118	4
6961	15119	2
6962	15120	2
6963	15125	1
6964	15127	3
6965	15130	2
6966	15131	2
6967	15132	2
6968	15135	3
6969	15136	3
6970	15137	3
6971	15138	1
6972	15142	1
6973	15145	4
6974	15147	2
6975	15148	4
6976	15150	3
6977	15151	3
6978	15152	2
6979	15153	5
6980	15156	3
6981	15157	5
6982	15160	4
6983	15164	2
6984	15165	3
6985	15166	4
6986	15170	5
6987	15173	3
6988	15175	3
6989	15177	2
6990	15178	4
6991	15184	4
6992	15185	1
6993	15187	1
6994	15192	4
6995	15194	1
6996	15195	2
6997	15197	2
6998	15198	1
6999	15199	3
7000	15200	4
7001	15202	3
7002	15203	3
7003	15204	2
7004	15209	1
7005	15213	4
7006	15216	3
7007	15221	1
7008	15224	2
7009	15228	1
7010	15229	3
7011	15230	1
7012	15231	4
7013	15232	5
7014	15234	3
7015	15239	5
7016	15240	4
7017	15241	2
7018	15242	3
7019	15248	4
7020	15249	3
7021	15251	3
7022	15253	3
7023	15255	5
7024	15256	5
7025	15257	4
7026	15259	2
7027	15261	2
7028	15263	1
7029	15268	3
7030	15269	1
7031	15270	5
7032	15274	2
7033	15276	5
7034	15278	5
7035	15279	4
7036	15281	3
7037	15283	1
7038	15285	4
7039	15286	4
7040	15288	4
7041	15289	2
7042	15290	2
7043	15292	2
7044	15293	5
7045	15294	3
7046	15295	2
7047	15296	4
7048	15297	1
7049	15301	1
7050	15303	4
7051	15304	2
7052	15309	3
7053	15311	5
7054	15313	2
7055	15314	5
7056	15317	2
7057	15319	4
7058	15320	2
7059	15321	1
7060	15322	3
7061	15324	1
7062	15325	2
7063	15327	5
7064	15328	1
7065	15331	3
7066	15336	5
7067	15339	1
7068	15341	3
7069	15344	3
7070	15350	2
7071	15351	1
7072	15352	4
7073	15353	2
7074	15355	1
7075	15356	5
7076	15357	4
7077	15361	3
7078	15362	4
7079	15363	2
7080	15366	4
7081	15372	1
7082	15373	2
7083	15375	2
7084	15376	2
7085	15380	2
7086	15381	2
7087	15384	2
7088	15387	3
7089	15393	5
7090	15395	2
7091	15397	5
7092	15401	2
7093	15405	1
7094	15408	4
7095	15410	1
7096	15412	1
7097	15414	3
7098	15415	4
7099	15416	2
7100	15418	1
7101	15419	5
7102	15421	2
7103	15422	4
7104	15426	3
7105	15428	2
7106	15429	4
7107	15431	1
7108	15432	5
7109	15434	5
7110	15439	3
7111	15443	2
7112	15444	1
7113	15448	5
7114	15449	3
7115	15455	3
7116	15461	2
7117	15464	4
7118	15468	2
7119	15469	4
7120	15470	2
7121	15471	5
7122	15472	3
7123	15473	2
7124	15474	2
7125	15476	5
7126	15478	5
7127	15482	1
7128	15483	2
7129	15486	2
7130	15487	1
7131	15489	5
7132	15493	3
7133	15496	3
7134	15497	5
7135	15498	3
7136	15499	2
7137	15500	3
7138	15502	4
7139	15505	2
7140	15508	1
7141	15509	2
7142	15514	2
7143	15516	5
7144	15517	2
7145	15518	2
7146	15523	1
7147	15527	1
7148	15528	5
7149	15532	4
7150	15535	4
7151	15539	5
7152	15540	5
7153	15544	1
7154	15547	1
7155	15548	5
7156	15550	2
7157	15556	4
7158	15559	4
7159	15560	4
7160	15561	4
7161	15562	2
7162	15564	1
7163	15565	4
7164	15566	3
7165	15567	4
7166	15568	2
7167	15569	2
7168	15570	2
7169	15577	2
7170	15584	2
7171	15586	4
7172	15587	1
7173	15588	4
7174	15590	3
7175	15592	2
