rno	uno	mno	date	time	adult	Teenager	senior	seat	coupon	price
18968	50	44	2025-10-10	8:00:00	1	1	1	C01,C02,C03	1	11400
18969	1	49	2025-10-10	23:00:00	2	0	0	G02,G03	2	28800
18970	54	49	2025-10-10	17:00:00	3	0	0	D03,D04,D05	1	36000
18971	16	49	2025-10-10	14:00:00	1	1	0	F02,F03	1	14000
18972	71	49	2025-10-10	14:00:00	3	2	0	D03,D04,D05,D06,D07	1	64000
18973	2	49	2025-10-10	14:00:00	2	2	1	A05,A06,A07,A08,A09	0	74000
18974	37	49	2025-10-10	20:00:00	2	0	0	A02,A03	1	18000
18975	62	49	2025-10-10	17:00:00	2	1	2	C05,C06,C07,C08,C09	1	52000
18976	82	49	2025-10-10	20:00:00	1	0	1	E01,E02	1	10000
18977	39	49	2025-10-10	23:00:00	2	0	1	F05,F06,F07	1	28000
18978	61	49	2025-10-10	17:00:00	0	2	1	B04,B05,B06	1	24000
18979	62	49	2025-10-10	11:00:00	3	0	0	D03,D04,D05	1	36000
18980	58	49	2025-10-10	17:00:00	1	0	2	G01,G02,G03	1	20000
18981	82	49	2025-10-10	17:00:00	1	0	0	E02	1	0
18982	55	49	2025-10-10	17:00:00	0	1	2	G05,G06,G07	2	28400
18983	46	49	2025-10-10	14:00:00	0	1	0	B01	1	0
18984	80	49	2025-10-10	11:00:00	3	0	0	C02,C03,C04	2	46800
18985	63	49	2025-10-10	17:00:00	1	2	2	D02,D03,D04,D05,D06	0	66000
18986	63	49	2025-10-10	23:00:00	1	2	1	D02,D03,D04,D05	2	48800
18987	61	49	2025-10-10	17:00:00	0	2	0	F02,F03	1	14000
18988	35	49	2025-10-10	17:00:00	3	1	1	B05,B06,B07,B08,B09	1	60000
18989	42	49	2025-10-10	14:00:00	3	0	1	D03,D04,D05,D06	0	64000
18990	21	49	2025-10-10	14:00:00	1	0	2	F01,F02,F03	0	38000
18991	55	49	2025-10-10	11:00:00	3	0	0	G04,G05,G06	2	46800
18992	32	49	2025-10-10	23:00:00	3	0	0	B03,B04,B05	2	46800
18993	30	49	2025-10-10	17:00:00	2	2	0	A01,A02,A03,A04	0	64000
18994	34	49	2025-10-10	20:00:00	2	0	2	F03,F04,F05,F06	1	38000
18995	97	49	2025-10-10	17:00:00	2	0	2	F03,F04,F05,F06	2	48800
18996	14	49	2025-10-10	8:00:00	1	0	0	C01	0	12600
18997	31	49	2025-10-10	14:00:00	0	2	0	C02,C03	2	22400
18998	65	49	2025-10-10	14:00:00	2	1	1	B04,B05,B06,B07	1	42000
18999	8	49	2025-10-10	23:00:00	1	1	0	C01,C02	1	14000
19000	59	49	2025-10-10	8:00:00	2	1	1	E04,E05,E06,E07	1	24000
19001	50	49	2025-10-10	20:00:00	2	0	2	B03,B04,B05,B06	1	38000
19002	59	49	2025-10-10	14:00:00	2	0	0	D05,D06	1	18000
19003	96	49	2025-10-10	23:00:00	1	2	1	A03,A04,A05,A06	1	38000
19004	24	55	2025-10-10	8:00:00	2	2	1	C02,C03,C04,C05,C06	0	51800
19005	12	55	2025-10-10	8:00:00	2	1	0	C02,C03,C04	1	17000
19006	97	55	2025-10-10	17:00:00	2	2	0	B02,B03,B04,B05	0	64000
19007	10	55	2025-10-10	20:00:00	2	2	1	F04,F05,F06,F07,F08	2	66800
19008	80	55	2025-10-10	14:00:00	0	0	1	E02	2	6000
19009	10	55	2025-10-10	8:00:00	0	1	1	D04,D05	0	16800
19010	18	55	2025-10-10	20:00:00	3	1	1	C01,C02,C03,C04,C05	1	60000
19011	82	55	2025-10-10	11:00:00	0	1	0	F01	2	8400
19012	22	55	2025-10-10	17:00:00	1	0	2	A02,A03,A04	1	20000
19013	80	55	2025-10-10	11:00:00	2	1	1	A03,A04,A05,A06	0	60000
19014	4	55	2025-10-10	8:00:00	3	0	2	E01,E02,E03,E04,E05	2	44600
19015	34	55	2025-10-10	23:00:00	0	1	1	A01,A02	0	24000
19016	78	55	2025-10-10	23:00:00	2	1	2	C03,C04,C05,C06,C07	2	62800
19017	91	55	2025-10-10	17:00:00	1	0	1	B01,B02	0	28000
19018	20	55	2025-10-10	20:00:00	1	1	1	A03,A04,A05	1	24000
19019	35	55	2025-10-10	23:00:00	2	2	1	A04,A05,A06,A07,A08	0	74000
19020	16	55	2025-10-10	20:00:00	1	0	2	D02,D03,D04	0	38000
19021	59	55	2025-10-10	11:00:00	2	1	2	G01,G02,G03,G04,G05	1	52000
19022	83	55	2025-10-10	8:00:00	3	2	0	B01,B02,B03,B04,B05	1	39400
19023	2	55	2025-10-10	17:00:00	1	2	1	G04,G05,G06,G07	1	38000
19024	21	55	2025-10-10	14:00:00	1	0	2	F01,F02,F03	1	20000
19025	38	55	2025-10-10	20:00:00	2	2	0	G01,G02,G03,G04	2	56800
19026	11	55	2025-10-10	20:00:00	2	1	0	B05,B06,B07	2	42800
19027	100	55	2025-10-10	17:00:00	3	1	1	B02,B03,B04,B05,B06	1	60000
19028	59	63	2025-10-11	14:00:00	0	2	2	F02,F03,F04,F05	0	48000
19029	53	63	2025-10-11	8:00:00	0	2	1	I03,I04,I05	2	21000
19030	77	63	2025-10-11	20:00:00	2	1	0	A01,A02,A03	0	50000
19031	6	63	2025-10-11	8:00:00	1	0	2	D05,D06,D07	2	19400
19032	100	63	2025-10-11	23:00:00	1	2	0	I03,I04,I05	0	46000
19033	95	63	2025-10-11	11:00:00	1	1	0	E04,E05	0	32000
19034	82	63	2025-10-11	8:00:00	2	0	0	D04,D05	0	25200
19035	34	63	2025-10-11	14:00:00	0	0	2	E02,E03	1	10000
19036	49	63	2025-10-11	8:00:00	1	1	0	H02,H03	1	4400
19037	12	63	2025-10-11	14:00:00	3	2	0	D05,D06,D07,D08,D09	2	74800
19038	17	63	2025-10-11	14:00:00	0	2	2	A04,A05,A06,A07	0	48000
19039	70	63	2025-10-11	8:00:00	1	2	1	J01,J02,J03,J04	1	21200
19040	56	63	2025-10-11	14:00:00	1	0	1	F02,F03	2	20800
19041	10	63	2025-10-11	8:00:00	1	2	2	G05,G06,G07,G08,G09	2	39000
19042	80	63	2025-10-11	14:00:00	1	1	1	G04,G05,G06	2	34800
19043	62	63	2025-10-11	8:00:00	2	2	0	J04,J05,J06,J07	2	37600
19044	64	63	2025-10-11	8:00:00	1	2	2	J05,J06,J07,J08,J09	1	28200
19045	40	63	2025-10-11	23:00:00	0	1	2	A03,A04,A05	0	34000
19046	36	63	2025-10-11	14:00:00	1	2	2	F03,F04,F05,F06,F07	2	58800
19047	7	63	2025-10-11	23:00:00	2	2	0	A01,A02,A03,A04	2	56800
19048	28	63	2025-10-11	23:00:00	2	0	0	F05,F06	2	28800
19049	15	63	2025-10-11	14:00:00	1	2	1	H05,H06,H07,H08	0	56000
19050	39	63	2025-10-11	20:00:00	3	1	0	J03,J04,J05,J06	2	60800
19051	97	63	2025-10-11	8:00:00	2	2	1	C05,C06,C07,C08,C09	0	51800
19052	68	63	2025-10-11	11:00:00	0	0	1	I01	1	0
19053	34	63	2025-10-11	23:00:00	2	1	2	D04,D05,D06,D07,D08	2	62800
19054	95	63	2025-10-11	11:00:00	0	0	1	J04	1	0
19055	60	63	2025-10-11	11:00:00	0	2	1	J04,J05,J06	2	32400
19056	41	63	2025-10-11	8:00:00	0	1	1	B03,B04	1	2800
19057	94	63	2025-10-11	8:00:00	1	0	0	A05	1	0
19058	9	63	2025-10-11	23:00:00	2	0	2	E05,E06,E07,E08	1	38000
19059	43	63	2025-10-11	11:00:00	3	1	1	H02,H03,H04,H05,H06	1	60000
19060	35	63	2025-10-11	8:00:00	2	1	0	G03,G04,G05	2	27800
19061	11	63	2025-10-11	17:00:00	3	1	0	J01,J02,J03,J04	0	68000
19062	6	63	2025-10-11	14:00:00	1	1	2	G01,G02,G03,G04	0	52000
19063	50	63	2025-10-11	23:00:00	2	0	0	H04,H05	0	36000
19064	21	63	2025-10-11	20:00:00	0	1	0	I03	1	0
19065	63	44	2025-10-11	17:00:00	3	2	0	G02,G03,G04,G05,G06	0	82000
19066	17	44	2025-10-11	17:00:00	2	0	0	D05,D06	2	28800
19067	19	44	2025-10-11	17:00:00	0	1	0	C02	2	8400
19068	64	44	2025-10-11	20:00:00	0	0	1	A02	0	10000
19069	8	44	2025-10-11	14:00:00	3	0	0	F04,F05,F06	2	46800
19070	100	44	2025-10-11	23:00:00	2	0	1	B03,B04,B05	2	38800
19071	51	44	2025-10-11	23:00:00	0	0	1	A05	0	10000
19072	39	44	2025-10-11	11:00:00	0	2	1	D02,D03,D04	1	24000
19073	49	44	2025-10-11	17:00:00	3	0	1	E01,E02,E03,E04	2	56800
19074	19	44	2025-10-11	20:00:00	2	0	1	B05,B06,B07	2	38800
19075	5	44	2025-10-11	14:00:00	0	2	1	A01,A02,A03	0	38000
19076	72	44	2025-10-11	14:00:00	0	2	1	A02,A03,A04	2	32400
19077	54	44	2025-10-11	20:00:00	2	2	1	B02,B03,B04,B05,B06	0	74000
19078	98	44	2025-10-11	8:00:00	1	2	0	D05,D06,D07	0	32200
19079	67	44	2025-10-11	11:00:00	2	1	1	D01,D02,D03,D04	2	52800
19080	79	44	2025-10-11	11:00:00	2	0	0	G04,G05	1	18000
19081	5	44	2025-10-11	11:00:00	1	1	2	E02,E03,E04,E05	2	44800
19082	29	44	2025-10-11	14:00:00	2	0	0	F02,F03	0	36000
19083	69	44	2025-10-11	8:00:00	2	2	1	A04,A05,A06,A07,A08	0	51800
19084	42	44	2025-10-11	14:00:00	2	0	0	B02,B03	2	28800
19085	57	44	2025-10-11	14:00:00	0	1	2	B02,B03,B04	1	20000
19086	61	44	2025-10-11	17:00:00	1	2	2	E02,E03,E04,E05,E06	0	66000
19087	90	44	2025-10-11	8:00:00	3	0	0	G02,G03,G04	2	30600
19088	19	44	2025-10-11	8:00:00	2	2	1	C03,C04,C05,C06,C07	0	51800
19089	49	44	2025-10-11	23:00:00	0	1	2	B04,B05,B06	1	20000
19090	59	44	2025-10-11	20:00:00	3	0	0	C01,C02,C03	0	54000
19091	32	44	2025-10-11	14:00:00	1	2	2	E05,E06,E07,E08,E09	2	58800
19092	55	44	2025-10-11	20:00:00	1	1	1	D05,D06,D07	2	34800
19093	38	44	2025-10-11	20:00:00	3	1	0	G01,G02,G03,G04	0	68000
19094	53	44	2025-10-11	20:00:00	1	2	2	A01,A02,A03,A04,A05	2	58800
19095	48	44	2025-10-11	23:00:00	1	2	0	D01,D02,D03	2	38800
19096	24	49	2025-10-11	14:00:00	1	0	1	A01,A02	2	20800
19097	92	49	2025-10-11	17:00:00	0	1	1	D04,D05	1	10000
19098	98	49	2025-10-11	8:00:00	3	0	0	C01,C02,C03	0	37800
19099	40	49	2025-10-11	11:00:00	0	1	0	E04	2	8400
19100	3	49	2025-10-11	8:00:00	2	1	1	G02,G03,G04,G05	1	24000
19101	92	49	2025-10-11	23:00:00	3	0	0	F01,F02,F03	1	36000
19102	54	49	2025-10-11	17:00:00	1	1	1	E04,E05,E06	1	24000
19103	81	49	2025-10-11	23:00:00	1	0	0	A02	0	18000
19104	60	49	2025-10-11	17:00:00	2	1	1	E03,E04,E05,E06	0	60000
19105	36	49	2025-10-11	8:00:00	1	1	1	F01,F02,F03	1	11400
19106	78	49	2025-10-11	20:00:00	3	2	0	C01,C02,C03,C04,C05	1	64000
19107	77	49	2025-10-11	11:00:00	0	0	1	B05	0	10000
19108	16	49	2025-10-11	20:00:00	2	0	0	G03,G04	1	18000
19109	61	49	2025-10-11	11:00:00	3	2	0	B03,B04,B05,B06,B07	0	82000
19110	70	49	2025-10-11	17:00:00	3	0	0	B01,B02,B03	2	46800
19111	9	49	2025-10-11	17:00:00	2	0	0	F01,F02	1	18000
19112	59	49	2025-10-11	20:00:00	0	1	1	E01,E02	2	18400
19113	61	49	2025-10-11	8:00:00	1	2	1	C04,C05,C06,C07	1	21200
19114	61	49	2025-10-11	23:00:00	2	1	2	C04,C05,C06,C07,C08	2	62800
19115	14	49	2025-10-11	20:00:00	2	2	1	C05,C06,C07,C08,C09	2	66800
19116	89	49	2025-10-11	14:00:00	2	0	0	D03,D04	1	18000
19117	44	49	2025-10-11	20:00:00	2	0	0	A04,A05	1	18000
19118	31	49	2025-10-11	8:00:00	1	0	2	B01,B02,B03	1	8600
19119	38	49	2025-10-11	23:00:00	1	2	1	E03,E04,E05,E06	0	56000
19120	95	49	2025-10-11	17:00:00	2	0	0	B04,B05	0	36000
19121	39	49	2025-10-11	8:00:00	3	1	0	A05,A06,A07,A08	1	29600
19122	14	49	2025-10-11	23:00:00	0	1	0	G02	2	8400
19123	16	49	2025-10-11	17:00:00	2	0	0	C02,C03	2	28800
19124	13	49	2025-10-11	23:00:00	0	1	2	B04,B05,B06	2	28400
19125	82	49	2025-10-11	14:00:00	2	1	0	B05,B06,B07	2	42800
19126	53	55	2025-10-11	14:00:00	2	2	1	A03,A04,A05,A06,A07	0	74000
19127	13	55	2025-10-11	14:00:00	1	0	0	D01	1	0
19128	48	55	2025-10-11	11:00:00	1	2	1	F01,F02,F03,F04	1	38000
19129	58	55	2025-10-11	14:00:00	1	2	0	F04,F05,F06	0	46000
19130	66	55	2025-10-11	20:00:00	2	2	0	E03,E04,E05,E06	0	64000
19131	77	55	2025-10-11	17:00:00	2	1	2	D05,D06,D07,D08,D09	0	70000
19132	56	55	2025-10-11	23:00:00	1	2	0	E03,E04,E05	2	38800
19133	94	55	2025-10-11	17:00:00	0	1	0	F01	0	14000
19134	20	55	2025-10-11	14:00:00	2	1	2	E05,E06,E07,E08,E09	1	52000
19135	66	55	2025-10-11	14:00:00	3	0	1	B04,B05,B06,B07	0	64000
19136	92	55	2025-10-11	11:00:00	2	0	2	G02,G03,G04,G05	1	38000
19137	55	55	2025-10-11	14:00:00	0	1	2	G03,G04,G05	0	34000
19138	73	55	2025-10-11	11:00:00	2	1	2	E04,E05,E06,E07,E08	2	62800
19139	93	55	2025-10-11	11:00:00	0	1	0	F01	1	0
19140	71	55	2025-10-11	17:00:00	3	2	0	G02,G03,G04,G05,G06	2	74800
19141	61	55	2025-10-11	14:00:00	3	1	0	C02,C03,C04,C05	1	50000
19142	31	55	2025-10-11	23:00:00	0	0	2	E02,E03	1	10000
19143	82	55	2025-10-11	11:00:00	3	0	0	G05,G06,G07	1	36000
19144	92	55	2025-10-11	23:00:00	0	1	0	G01	1	0
19145	21	55	2025-10-11	8:00:00	0	1	2	D04,D05,D06	0	23800
19146	40	55	2025-10-11	20:00:00	1	2	0	G05,G06,G07	2	38800
19147	41	55	2025-10-11	20:00:00	2	0	2	B04,B05,B06,B07	2	48800
19148	35	55	2025-10-11	17:00:00	3	0	0	E02,E03,E04	1	36000
19149	37	55	2025-10-11	20:00:00	2	1	1	F02,F03,F04,F05	2	52800
19150	25	55	2025-10-11	8:00:00	2	2	1	F05,F06,F07,F08,F09	0	51800
19151	8	55	2025-10-11	23:00:00	2	0	0	C04,C05	2	28800
19152	1	55	2025-10-11	14:00:00	3	0	0	G05,G06,G07	2	46800
19153	24	55	2025-10-11	14:00:00	3	0	1	F04,F05,F06,F07	1	46000
19154	30	55	2025-10-11	11:00:00	2	1	2	E02,E03,E04,E05,E06	1	52000
19155	76	55	2025-10-11	14:00:00	3	2	0	B05,B06,B07,B08,B09	1	64000
19156	65	55	2025-10-11	11:00:00	2	1	2	E02,E03,E04,E05,E06	0	70000
19157	75	55	2025-10-11	17:00:00	3	1	1	G03,G04,G05,G06,G07	0	78000
19158	94	55	2025-10-11	8:00:00	0	1	1	B02,B03	1	2800
19159	52	63	2025-10-12	14:00:00	1	0	2	H03,H04,H05	0	38000
19160	27	63	2025-10-12	14:00:00	2	2	0	C04,C05,C06,C07	1	46000
19161	33	63	2025-10-12	17:00:00	1	2	1	H02,H03,H04,H05	1	38000
19162	4	63	2025-10-12	17:00:00	3	2	0	E02,E03,E04,E05,E06	0	82000
19163	8	63	2025-10-12	14:00:00	0	1	1	A01,A02	0	24000
19164	74	63	2025-10-12	20:00:00	1	2	0	I05,I06,I07	0	46000
19165	37	63	2025-10-12	23:00:00	3	0	1	B05,B06,B07,B08	2	56800
19166	92	63	2025-10-12	11:00:00	1	0	1	A01,A02	1	10000
19167	63	63	2025-10-12	8:00:00	0	0	1	I01	2	3000
19168	57	63	2025-10-12	23:00:00	0	2	1	B02,B03,B04	2	32400
19169	7	63	2025-10-12	8:00:00	1	2	0	E04,E05,E06	1	14200
19170	64	63	2025-10-12	17:00:00	2	1	1	G05,G06,G07,G08	0	60000
19171	27	63	2025-10-12	20:00:00	0	2	0	B02,B03	0	28000
19172	24	63	2025-10-12	20:00:00	1	1	2	D04,D05,D06,D07	0	52000
19173	46	63	2025-10-12	14:00:00	2	1	1	D05,D06,D07,D08	1	42000
19174	19	63	2025-10-12	11:00:00	2	0	2	F02,F03,F04,F05	0	56000
19175	93	63	2025-10-12	14:00:00	0	2	1	D05,D06,D07	2	32400
19176	43	63	2025-10-12	17:00:00	1	1	0	H05,H06	0	32000
19177	18	63	2025-10-12	17:00:00	1	1	2	F05,F06,F07,F08	1	34000
19178	69	63	2025-10-12	8:00:00	2	2	0	A02,A03,A04,A05	0	44800
19179	53	63	2025-10-12	17:00:00	0	0	2	H05,H06	2	16000
19180	76	63	2025-10-12	14:00:00	1	0	2	C01,C02,C03	0	38000
19181	2	63	2025-10-12	17:00:00	3	0	2	I01,I02,I03,I04,I05	2	66800
19182	47	63	2025-10-12	8:00:00	2	1	2	F01,F02,F03,F04,F05	0	49000
19183	4	63	2025-10-12	8:00:00	1	2	0	F02,F03,F04	2	25000
19184	37	63	2025-10-12	14:00:00	2	0	1	C03,C04,C05	0	46000
19185	75	63	2025-10-12	23:00:00	2	2	0	J02,J03,J04,J05	1	46000
19186	55	63	2025-10-12	17:00:00	1	1	1	E02,E03,E04	2	34800
19187	10	63	2025-10-12	23:00:00	2	0	1	D01,D02,D03	2	38800
19188	95	63	2025-10-12	11:00:00	1	0	2	F01,F02,F03	0	38000
19189	82	63	2025-10-12	8:00:00	1	0	2	G01,G02,G03	2	19400
19190	82	63	2025-10-12	23:00:00	0	0	2	A01,A02	2	16000
19191	58	63	2025-10-12	17:00:00	1	2	0	D05,D06,D07	0	46000
19192	67	63	2025-10-12	17:00:00	2	2	0	D04,D05,D06,D07	2	56800
19193	93	63	2025-10-12	8:00:00	3	0	0	A02,A03,A04	1	19800
19194	38	63	2025-10-12	23:00:00	1	1	2	I04,I05,I06,I07	0	52000
19195	20	63	2025-10-12	14:00:00	0	1	0	I05	1	0
19196	54	44	2025-10-12	20:00:00	2	1	2	C01,C02,C03,C04,C05	0	70000
19197	54	44	2025-10-12	23:00:00	0	0	1	G05	1	0
19198	75	44	2025-10-12	8:00:00	3	0	0	D01,D02,D03	1	19800
19199	65	44	2025-10-12	14:00:00	0	1	0	F02	2	8400
19200	100	44	2025-10-12	20:00:00	1	1	0	G03,G04	2	24800
19201	18	44	2025-10-12	20:00:00	2	1	1	B02,B03,B04,B05	0	60000
19202	38	44	2025-10-12	11:00:00	0	1	1	C05,C06	1	10000
19203	11	44	2025-10-12	20:00:00	1	0	0	C05	1	0
19204	72	44	2025-10-12	20:00:00	1	1	1	E04,E05,E06	2	34800
19205	4	44	2025-10-12	11:00:00	2	0	1	E02,E03,E04	2	38800
19206	36	44	2025-10-12	11:00:00	1	1	0	D02,D03	1	14000
19207	41	44	2025-10-12	14:00:00	1	1	2	G04,G05,G06,G07	0	52000
19208	49	44	2025-10-12	23:00:00	3	0	1	D03,D04,D05,D06	1	46000
19209	61	44	2025-10-12	11:00:00	2	0	0	B05,B06	0	36000
19210	47	44	2025-10-12	23:00:00	2	0	0	G04,G05	2	28800
19211	6	44	2025-10-12	8:00:00	2	1	2	G05,G06,G07,G08,G09	0	49000
19212	28	44	2025-10-12	8:00:00	0	0	2	F03,F04	2	10000
19213	21	44	2025-10-12	20:00:00	3	0	1	C05,C06,C07,C08	1	46000
19214	29	44	2025-10-12	14:00:00	1	2	1	A01,A02,A03,A04	1	38000
19215	17	44	2025-10-12	14:00:00	2	2	1	A04,A05,A06,A07,A08	0	74000
19216	92	44	2025-10-12	14:00:00	1	2	0	A02,A03,A04	0	46000
19217	73	44	2025-10-12	20:00:00	3	2	0	E03,E04,E05,E06,E07	2	74800
19218	16	44	2025-10-12	23:00:00	3	0	1	G04,G05,G06,G07	2	56800
19219	54	44	2025-10-12	23:00:00	1	1	2	D01,D02,D03,D04	2	44800
19220	88	49	2025-10-12	17:00:00	0	2	0	F05,F06	1	14000
19221	80	49	2025-10-12	20:00:00	2	0	0	E03,E04	0	36000
19222	29	49	2025-10-12	14:00:00	3	0	0	C04,C05,C06	1	36000
19223	46	49	2025-10-12	14:00:00	2	0	0	F01,F02	2	28800
19224	75	49	2025-10-12	20:00:00	3	0	0	C05,C06,C07	0	54000
19225	25	49	2025-10-12	8:00:00	2	0	0	E05,E06	2	18000
19226	46	49	2025-10-12	8:00:00	0	2	0	B04,B05	1	5600
19227	78	49	2025-10-12	8:00:00	0	0	1	G04	0	7000
19228	80	49	2025-10-12	11:00:00	1	2	2	F01,F02,F03,F04,F05	2	58800
19229	82	49	2025-10-12	20:00:00	0	1	2	A03,A04,A05	0	34000
19230	15	49	2025-10-12	14:00:00	0	1	1	E05,E06	1	10000
19231	9	49	2025-10-12	23:00:00	1	0	2	C02,C03,C04	1	20000
19232	38	49	2025-10-12	8:00:00	1	0	2	B02,B03,B04	2	19400
19233	72	49	2025-10-12	8:00:00	2	1	2	F04,F05,F06,F07,F08	0	49000
19234	39	49	2025-10-12	20:00:00	2	1	2	B05,B06,B07,B08,B09	0	70000
19235	32	49	2025-10-12	20:00:00	1	0	0	C02	1	0
19236	91	49	2025-10-12	11:00:00	3	0	2	D03,D04,D05,D06,D07	0	74000
19237	89	49	2025-10-12	17:00:00	1	1	1	G03,G04,G05	1	24000
19238	85	49	2025-10-12	20:00:00	0	2	2	C02,C03,C04,C05	1	34000
19239	71	49	2025-10-12	20:00:00	2	1	0	D02,D03,D04	2	42800
19240	59	49	2025-10-12	11:00:00	0	1	0	G05	0	14000
19241	45	49	2025-10-12	8:00:00	2	0	1	B01,B02,B03	2	25000
19242	70	49	2025-10-12	11:00:00	3	0	0	B04,B05,B06	2	46800
19243	67	49	2025-10-12	20:00:00	0	2	1	E05,E06,E07	1	24000
19244	18	49	2025-10-12	17:00:00	0	0	2	D04,D05	0	20000
19245	21	55	2025-10-12	23:00:00	2	2	1	C05,C06,C07,C08,C09	2	66800
19246	81	55	2025-10-12	23:00:00	0	0	1	F04	0	10000
19247	52	55	2025-10-12	14:00:00	1	2	1	A05,A06,A07,A08	2	48800
19248	39	55	2025-10-12	17:00:00	0	0	2	G05,G06	0	20000
19249	65	55	2025-10-12	20:00:00	3	2	0	A04,A05,A06,A07,A08	0	82000
19250	25	55	2025-10-12	17:00:00	2	2	1	D03,D04,D05,D06,D07	0	74000
19251	70	55	2025-10-12	8:00:00	1	2	0	B04,B05,B06	0	32200
19252	73	55	2025-10-12	23:00:00	1	0	1	A03,A04	2	20800
19253	88	55	2025-10-12	23:00:00	3	1	1	C05,C06,C07,C08,C09	1	60000
19254	48	55	2025-10-12	14:00:00	1	0	0	G01	0	18000
19255	61	55	2025-10-12	8:00:00	2	2	1	G05,G06,G07,G08,G09	1	33800
19256	65	55	2025-10-12	11:00:00	1	1	0	G04,G05	1	14000
19257	14	55	2025-10-12	23:00:00	1	0	2	E02,E03,E04	2	30800
19258	1	55	2025-10-12	23:00:00	0	2	2	B05,B06,B07,B08	0	48000
19259	52	55	2025-10-12	17:00:00	3	1	0	A02,A03,A04,A05	0	68000
19260	1	55	2025-10-12	23:00:00	0	2	1	A03,A04,A05	0	38000
19261	97	55	2025-10-12	17:00:00	1	2	0	D05,D06,D07	1	28000
19262	73	55	2025-10-12	8:00:00	1	1	2	A04,A05,A06,A07	2	29200
19263	46	55	2025-10-12	11:00:00	2	2	0	B04,B05,B06,B07	1	46000
19264	57	55	2025-10-12	17:00:00	3	2	0	D03,D04,D05,D06,D07	1	64000
19265	72	55	2025-10-12	17:00:00	2	2	0	F02,F03,F04,F05	0	64000
19266	27	55	2025-10-12	20:00:00	0	0	2	E02,E03	0	20000
19267	85	55	2025-10-12	11:00:00	2	0	1	D05,D06,D07	1	28000
19268	5	55	2025-10-12	8:00:00	1	0	0	D03	0	12600
19269	96	55	2025-10-12	23:00:00	2	0	0	A02,A03	0	36000
19270	63	63	2025-10-13	20:00:00	3	0	2	H05,H06,H07,H08,H09	1	56000
19271	31	63	2025-10-13	23:00:00	3	2	0	G04,G05,G06,G07,G08	0	82000
19272	46	63	2025-10-13	14:00:00	0	1	1	E05,E06	1	10000
19273	32	63	2025-10-13	20:00:00	0	1	1	G03,G04	1	10000
19274	54	63	2025-10-13	8:00:00	1	2	0	A03,A04,A05	0	32200
19275	7	63	2025-10-13	23:00:00	1	0	2	H05,H06,H07	1	20000
19276	22	63	2025-10-13	14:00:00	0	1	1	B03,B04	0	24000
19277	98	63	2025-10-13	17:00:00	3	2	0	E05,E06,E07,E08,E09	2	74800
19278	14	63	2025-10-13	20:00:00	1	2	1	I02,I03,I04,I05	0	56000
19279	78	63	2025-10-13	23:00:00	1	2	0	I03,I04,I05	1	28000
19280	95	63	2025-10-13	14:00:00	3	1	0	J04,J05,J06,J07	0	68000
19281	63	63	2025-10-13	23:00:00	2	0	0	A04,A05	2	28800
19282	1	63	2025-10-13	11:00:00	0	2	1	D02,D03,D04	1	24000
19283	11	63	2025-10-13	8:00:00	2	1	2	E02,E03,E04,E05,E06	2	41800
19284	86	63	2025-10-13	8:00:00	1	2	0	H01,H02,H03	2	25000
19285	7	63	2025-10-13	23:00:00	1	2	0	B04,B05,B06	0	46000
19286	61	63	2025-10-13	23:00:00	2	1	1	G05,G06,G07,G08	2	52800
19287	9	63	2025-10-13	23:00:00	1	2	0	B03,B04,B05	1	28000
19288	33	63	2025-10-13	14:00:00	3	1	1	C01,C02,C03,C04,C05	2	70800
19289	58	63	2025-10-13	20:00:00	2	0	0	B05,B06	0	36000
19290	19	63	2025-10-13	17:00:00	1	2	0	I04,I05,I06	2	38800
19291	67	63	2025-10-13	8:00:00	0	2	0	C01,C02	2	14000
19292	68	63	2025-10-13	14:00:00	0	0	1	J02	0	10000
19293	66	63	2025-10-13	11:00:00	3	1	0	D01,D02,D03,D04	0	68000
19294	95	63	2025-10-13	20:00:00	1	2	0	H03,H04,H05	0	46000
19295	68	63	2025-10-13	23:00:00	0	1	0	A05	0	14000
19296	22	63	2025-10-13	11:00:00	2	1	0	I01,I02,I03	0	50000
19297	25	63	2025-10-13	20:00:00	1	2	2	E01,E02,E03,E04,E05	2	58800
19298	8	63	2025-10-13	14:00:00	3	2	0	C02,C03,C04,C05,C06	1	64000
19299	72	63	2025-10-13	11:00:00	0	2	2	B02,B03,B04,B05	1	34000
19300	75	63	2025-10-13	17:00:00	3	2	0	A02,A03,A04,A05,A06	1	64000
19301	17	63	2025-10-13	17:00:00	2	0	0	I01,I02	1	18000
19302	21	44	2025-10-13	17:00:00	1	0	0	B05	0	18000
19303	40	44	2025-10-13	23:00:00	3	1	0	F01,F02,F03,F04	2	60800
19304	85	44	2025-10-13	14:00:00	2	2	1	F02,F03,F04,F05,F06	2	66800
19305	31	44	2025-10-13	23:00:00	0	2	1	E01,E02,E03	0	38000
19306	6	44	2025-10-13	8:00:00	1	1	2	E04,E05,E06,E07	1	18400
19307	50	44	2025-10-13	17:00:00	1	1	1	C01,C02,C03	0	42000
19308	3	44	2025-10-13	17:00:00	2	0	0	B04,B05	2	28800
19309	19	44	2025-10-13	17:00:00	0	1	1	B04,B05	0	24000
19310	98	44	2025-10-13	17:00:00	0	1	2	F02,F03,F04	1	20000
